time,expected
0.0,0.0
0.001,0.0
0.002,0.0
0.003,3.375E-9
0.004,1.3471372907964474E-8
0.005,3.360710356742962E-8
0.006,6.707202477421153E-8
0.007,1.1712805033193649E-7
0.008,1.87009405195212E-7
0.009000000000000001,2.799228527483697E-7
0.01,3.9904791926684474E-7
0.011,5.475371156074008E-7
0.012,7.285161561725776E-7
0.013000000000000001,9.450841751939151E-7
0.014,1.2003139403777046E-6
0.015,1.4972520639562315E-6
0.016,1.838919211186696E-6
0.017,2.228310306339241E-6
0.018000000000000002,2.668394736214778E-6
0.019,3.162116551232547E-6
0.02,3.712394664126686E-6
0.021,4.3221230462902964E-6
0.022,4.994170921804895E-6
0.023,5.731382959192387E-6
0.024,6.536579460926094E-6
0.025,7.412556550736667E-6
0.026000000000000002,8.36208635874811E-6
0.027,9.387917204478526E-6
0.028,1.049277377773949E-5
0.029,1.1679357317467502E-5
0.03,1.2950345788520279E-5
0.031,1.4308394056469983E-5
0.032,1.575613406042518E-5
0.033,1.7296174983912466E-5
0.034,1.8931103423848315E-5
0.035,2.0663483557631144E-5
0.036000000000000004,2.249585730838306E-5
0.037,2.4430744508370154E-5
0.038,2.6470643060629786E-5
0.039,2.861802909883291E-5
0.04,3.0875357145408596E-5
0.041,3.324506026795803E-5
0.042,3.572955023398415E-5
0.043000000000000003,3.833121766396329E-5
0.044,4.1052432182783883E-5
0.045,4.389554256957797E-5
0.046,4.6862876905969536E-5
0.047,4.995674272276464E-5
0.048,5.317942714510619E-5
0.049,5.653319703611796E-5
0.05,6.0020299139059624E-5
0.051000000000000004,6.36429602180165E-5
0.052000000000000005,6.740338719714543E-5
0.053,7.130376729849887E-5
0.054,7.534626817844883E-5
0.055,7.953303806273149E-5
0.056,8.38662058801331E-5
0.057,8.83478813948381E-5
0.058,9.298015533745855E-5
0.059000000000000004,9.776509953476535E-5
0.06,1.0270476703814005E-4
0.061,1.0780119225076665E-4
0.062,1.1305639105358143E-4
0.063,1.1847236092999973E-4
0.064,1.2405108108943773E-4
0.065,1.2979451258964607E-4
0.066,1.3570459845787392E-4
0.067,1.4178326381088008E-4
0.068,1.4803241597380695E-4
0.069,1.544539445979364E-4
0.07,1.6104972177734037E-4
0.07100000000000001,1.6782160216444585E-4
0.07200000000000001,1.7477142308452658E-4
0.073,1.8190100464913952E-4
0.074,1.8921214986851925E-4
0.075,1.9670664476294708E-4
0.076,2.043862584731078E-4
0.077,2.1225274336944956E-4
0.078,2.203078351605605E-4
0.079,2.2855325300057691E-4
